nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Marco Fidel Gutierrez Fernandez,Male,1913,1990,sport,Colombia,285
Dorian Florez Zuleta,Male,1960,0,psychologist,Colombia,3995
Moises Angulo,Male,1964,0,singer,Colombia,55598
Egidio Cuadrado,Male,1953,0,music,Colombia,31705
Ali Stone,Female,1992,0,songwriter,Colombia,7382
Andres Estrada,Male,1967,0,football,Colombia,13406
Luis Antonio Moreno,Male,1970,0,football,Colombia,12610
Lina Marcela Gomez Alzate,Female,1985,0,karate,Colombia,170
Francisco Henriquez de Zubiria,Male,1869,1933,athletic,Colombia - France,3589
Jesus Arango Cano,Male,1915,2015,anthropologist,Colombia,4013
Cecilia Navarrete,Female,1923,2001,athletic,Colombia,5868
Alicia Viteri,Female,1946,0,artist,Colombia,1641
Jose Ignacio Vives Echeverria,Male,1926,2007,politician,Colombia,4716
Ignacio Velez Escobar,Male,1918,2011,physician,Colombia,1618
Hernando Marin,Male,1947,1999,composer,Colombia,12990
Carolina Cardenas Nunez,Female,1903,1936,artist,Colombia,2496
Jose Domingo Duquesne,Male,1748,1822,academic,Colombia,2863
Jose Pardo Llada,Male,1923,2009,journalist,Colombia,921
Ana Maria Escandon Loaiza,Female,1982,0,karate,Colombia,106
Jose Tito Hernandez,Male,1994,0,sport,Colombia,403
Jonathan Donado,Male,1991,0,sport,Colombia,1781
Tomas Gonzalez (writer),Male,1950,0,author,Colombia,43465
Julio Ernesto Bernal,Male,1964,0,sport,Colombia,1637
Arlenzon Ucros,Male,1992,0,football,Colombia,1290
Paula Arenas,Female,1988,0,singer,Colombia,8142
Bryam Rebellon,Male,1992,0,football,Colombia,4522
Geane Herrera,Male,1990,0,martial art,Colombia - US,36513
Evelis Aguilar,Female,1993,0,sprint,Colombia,4163
Andres Murillo,Male,1996,0,football,Colombia,21863
Albeiro Usuriaga,Male,1966,2004,football,Colombia,219134
Fernando Uribe,Male,1988,0,football,Colombia,377789
Alejandro Estrada,Male,1979,0,actor,Colombia,33829
John Harold Lozano,Male,1972,0,football,Colombia,61583
Carl Henrik Langebaek,Male,1961,0,anthropologist,Colombia,5435
Gonzalo Correal Urrego,Male,1939,0,anthropologist,Colombia,4256
Delia Zapata Olivella,Female,1926,2001,choreographer,Colombia,5916
Camilo Torres Martinez,Male,1975,0,criminal,Colombia,21751
Rafael Santos Diaz,Male,1979,0,actor,Colombia,156521
Santiago Rivas,Male,1982,0,journalist,Colombia,10766
Cocha Molina,Female,1965,0,music,Colombia,24453
Marciano Martinez,Male,1957,0,actor,Colombia,16143
Gustavo Gutierrez Cabello,Male,1940,0,music,Colombia,23242
Jorge Enrique Mora,Male,1945,0,officer,Colombia,9081
Victor Paz Otero,Male,1945,0,writer,Colombia,2620
Nafer Duran,Male,1932,0,composer,Colombia,12086
Carolina Calvache,Female,0,0,pianist,Colombia,1379
Manuel Arturo Izquierdo Pena,Male,0,0,anthropologist,Colombia,2643
Luis F. Parada,Male,0,0,neuroscientist,Colombia,2832
Luigi Aycardi,Male,1971,0,actor,Colombia,64121
Fabio Montenegro,Male,1982,0,sport,Colombia,139
Jose Bassa,Male,1993,0,football,Colombia,895
John Steven Rivera,Male,1992,0,football,Colombia,4847
Kelvin Osorio,Male,1993,0,football,Colombia,2495
Geimer Balanta,Male,1993,0,football,Colombia,9194
Jose de la Cuesta,Male,1983,0,football,Colombia,20490
Johnny Mostasilla,Male,1991,0,football,Colombia,3312
Adrian Magnoli,Male,1959,0,football,Colombia - Argentina,20504
Joaquin Bedoya,Male,1943,2014,composer,Colombia,11013
Anita Stern Israel,Female,1949,0,pharmacologist,Colombia,1374
Manuel Medrano,Male,1987,0,singer,Colombia,614049
Diego Chara,Male,1986,0,football,Colombia - US,155988
Eliseo Gomezjurado Benavides,Male,1864,1951,politician,Colombia,417
Edwin Velasco,Male,1991,0,football,Colombia,25079
Jose Moya,Male,1992,0,football,Colombia,17690
Madelaynne Montano,Female,1983,0,player,Colombia,41046
Manuel Acisclo Cordoba,Male,1960,0,football,Colombia,9582
Julio Rojas Buendia,Male,1959,2016,music,Colombia,9595
Henry Cardenas,Male,1965,0,cyclist,Colombia,7428
Hugo Rodallega,Male,1985,0,football,Colombia,793065
Arley Dinas,Male,1974,0,football,Colombia,17880
Nelino Tapia,Male,1991,0,football,Colombia,6116
Angelica Camacho,Female,1986,0,model,Colombia,10133
Diomedes Dionisio Diaz,Male,1980,0,singer,Colombia,32535
Luis Galindo (yudoca),Male,1984,0,judo,Colombia,1236
Mauricio Casierra,Male,1985,0,football,Colombia,40988
Gustavo Victoria,Male,1980,0,football,Colombia,19101
Juan Trujillo,Male,1994,0,judo,Colombia,3236
Fabian Corrales,Male,1969,0,singer,Colombia,22887
Alberto Builes,Male,1946,0,politician,Colombia,1491
Julio Onate Martinez,Male,1942,0,writer,Colombia,3252
Alfredo Ardila,Male,1946,2021,psychologist,Colombia,12871
Jose Manuel Mora Vasquez,Male,1896,1961,lawyer,Colombia,583
Uberlino Mesa,Male,1971,0,sport,Colombia,1148
Andres Mercado,Male,1993,0,actor,Colombia,329377
Silvestre Dangond,Male,1980,0,singer,Colombia,932220
Ramon Nonato Perez,Male,0,1819,independence,Colombia,4580
Nicolas Vidal,Male,1996,0,football,Colombia,5533
Pedro Rubiano Saenz,Male,1932,0,priest,Colombia,35264
Stella Araneta,Female,1937,0,beauty pageant,Colombia,64808
Florentino Bustos Estupinan,Male,1893,1971,writer,Colombia,177
Alonso de Narvaez,Male,0,1583,painter,Colombia - Spain,4063
Leon de Greiff,Male,1895,1976,poet,Colombia,221034
Jose Jeronimo Triana,Male,1828,1890,botanist,Colombia,18167
Armando Maestre Pavajeau,Male,1937,1995,agronom,Colombia,2790
William Restrepo Cortes,Male,1943,0,journalist,Colombia,3638
Adriana Bolivar,Female,1942,0,linguist,Colombia,1910
Nelly Arvelo,Female,1939,0,scientist,Colombia,1169
Alvaro Araujo Noguera,Male,1935,2020,politician,Colombia,47524
Alvaro Munoz Velez,Male,0,0,politician,Colombia,331
Alexandra Cardona Restrepo,Female,1957,0,film,Colombia,1006
Lia Samantha,Female,1981,0,singer,Colombia,2836
Carlos Machado-Allison,Male,1938,0,biologist,Venezuela - Colombia,1333
Brian Moreno,Male,1987,0,actor,Colombia,95534
Oscar Tito Lopez,Male,1954,0,screenwriter,Colombia,6383
Jean Renteria,Male,1995,0,football,Colombia,1381
Jhon Viafara,Male,1978,0,football,Colombia,77232
Harold Reina,Male,1990,0,football,Colombia,18306
Quintin Lame,Male,1880,1967,politician,Colombia,158071
Fabian Mena,Male,1991,0,football,Colombia,1169
Miguel Fernando Vargas,Male,1989,0,football,Colombia,2253
Jesus Varona,Male,1997,0,football,Colombia,2728
Santiago Arias,Male,1992,0,football,Colombia,923727
Hugo Martinez,Male,1941,2020,police,Colombia,720864
Alex Aguinaga,Male,1968,0,football,Ecuador - Colombia,248341
Jose Libardo Garces Monsalve,Male,1967,0,priest,Colombia,3188
Alvaro Dominguez (footballer born 1981),Male,1981,0,football,Colombia,53987
Alvaro Escobar-Molina,Male,1943,0,author,Colombia,1158
Alvaro Gomez (swimmer),Male,1937,0,swimmer,Colombia,928
Alvaro Mejia (cyclist),Male,1967,0,sport,Colombia,29224
Alvaro Mutis,Male,1923,2013,writer,Colombia,357192
Alvaro Pachon,Male,1945,0,sport,Colombia,11226
Alvaro Sierra,Male,1967,0,sport,Colombia,6433
Jacobo Acosta Bendek,Male,1926,2016,trade union,Colombia,3442
Mauricio Ramos (businessman),Male,0,0,unknown,Colombia,7793
Angela Becerra,Female,1957,0,writer,Colombia - Spain,45989
William Peters (sport shooter),Male,0,0,sport,Colombia,367
Victor Antonio Tamayo Betancourt,Male,1937,0,priest,Colombia,1061
Mauricio De Vengoechea,Male,1953,0,politician,Colombia,2305
Maria Elvira Arango,Female,1968,0,journalist,Colombia,23955
Victor Asprilla,Male,1990,0,football,Colombia,1229
Vladimir Marin,Male,1979,0,football,Colombia,80772
Camilo Monroy,Male,1998,0,football,Colombia,4127
Francisco Mejia-Guinand,Male,1964,0,sculptor,Colombia,5714
Victor Manuel Ochoa Cadavid,Male,1962,0,priest,Colombia,5823
Victor Manuel Lopez Forero,Male,1931,0,priest,Colombia,480
Aurelio Mosquera,Male,1883,1939,politician,Colombia - Ecuador,51997
Francisco Posada Diaz,Male,1934,1970,writer,Colombia,1788
Neider Batalla,Male,1997,0,football,Colombia,659
Omer Escalante,Male,1991,0,football,Colombia,2058
Kevin Londono,Male,1993,0,football,Colombia,9345
Sebastian Tamara,Male,1996,0,football,Colombia,9848
Christian Mina,Male,1997,0,football,Colombia,4701
Giovanny Lopez,Male,1989,0,football,Colombia,2534
Tomas Maya,Male,1996,0,football,Colombia,16210
Yu Takeuchi,Male,1927,2014,mathematician,Colombia,10134
Edis Ibarguen,Male,1991,0,football,Colombia,11964
Julia Barco,Female,0,0,artist,Colombia,746
Jhan Mora,Male,1997,0,football,Colombia,1322
Carlos Alonso Lucio,Male,1964,0,politician,Colombia,54861
Juan Carlos Acevedo Ramos,Male,1973,0,poet,Colombia,517
Pablo Mina,Male,1985,0,football,Colombia,19050
Fabian Enrique Fonseca Rodriguez,Male,1995,0,football,Colombia,732
Wilson Cano,Male,1971,0,football,Colombia,6187
Nubia Munoz Calero,Female,1940,0,virologist,Colombia,10961
Bismar Cordoba,Male,1992,0,football,Colombia,3912
Brayan Caicedo,Male,1997,0,football,Colombia,5293
Hadier Borja Aguilar,Male,1997,0,football,Colombia,5664
Jorge Obregon,Male,1997,0,football,Colombia,12080
Luis Enrique Martinez Argote,Male,1922,1995,music,Colombia,9289
Alejandro Aguilar (actor),Male,1982,0,actor,Colombia,18182
Andres Santamaria,Male,0,0,producer,Colombia - Venezuela,732
Gabriel Hernandez (futbolista),Male,1942,0,football,Colombia,1445
Pedro Romero (artesano),Male,1756,1816,independence,Cuba - Colombia,4926
Alonso Rodriguez (futbolista),Male,1944,2017,football,Colombia,5431
Luis Salazar (yudoca),Male,1989,0,judo,Colombia,150
Johnnier Montano,Male,1983,0,football,Colombia,119251
Jorge Porras,Male,1959,0,football,Colombia,5137
Jeison Murillo,Male,1992,0,football,Colombia - Spain,1644670
Miguel Asprilla,Male,1969,0,football,Colombia,12467
Alberto Giraldo Jaramillo,Male,1934,2021,priest,Colombia,10725
Orlando Maturana,Male,1975,0,football,Colombia,17033
Weimar Roldan,Male,1985,0,sport,Colombia,4267
Jairo Castillo,Male,1977,0,football,Colombia,94281
Eudalio Arriaga,Male,1975,0,football,Colombia,33533
Nicolas Asencio,Male,1975,0,football,Ecuador - Colombia,30122
Victor Pacheco,Male,1974,0,football,Colombia,54151
Ramon Hoyos,Male,1932,2014,sport,Colombia,33421
Angel Noe Alayon,Male,1964,0,sport,Colombia,964
Pedro Bonilla,Male,1967,0,sport,Colombia,643
Orlando Castillo,Male,1967,0,sport,Colombia,1505
Julio Cesar Rodriguez (cyclist),Male,1966,0,sport,Colombia,234
Enrique Serje,Male,1996,0,football,Colombia,12079
Clara Rojas,Female,1964,0,politician,Colombia,208310
Marianne Cardale de Schrimpff,Female,1950,0,archaeologist,Colombia,3420
Lina Marulanda,Female,1980,2010,model,Colombia,330348
Carlos Holguin Mallarino,Male,1832,1894,lawyer,Colombia,74568
Fidel Cano Gutierrez,Male,1854,1919,journalist,Colombia,36747
Jose Hilario Lopez,Male,1798,1869,politician,Colombia,213342
Jose Maria Melo,Male,1800,1860,politician,Colombia,111940
William de Jesus Ruiz Velasquez,Male,1942,0,priest,Colombia,391
Alvaro Ruiz Zuniga,Male,1931,2001,actor,Colombia,13523
Carmen Villalobos,Female,1983,0,actor,Colombia - Cuba,2523663
Hernando Salcedo Silva,Male,1916,1987,film,Colombia,182
Wilson Cepeda,Male,1980,0,sport,Colombia,1541
Jorge Bermudez,Male,1971,0,football,Colombia,279677
Brayan Lucumi,Male,1994,0,football,Colombia,15997
Jonathan Chacon,Male,1990,0,football,Colombia,867
Darwin Carrero,Male,1993,0,football,Colombia,1458
Duvan Vergara,Male,1996,0,football,Colombia,7040
Hector Javier Cespedes,Male,1952,2012,football,Colombia,2738
Mario Ochoa (DJ),Male,1982,0,producer,Colombia,9408
Rafael Agudelo,Male,1954,0,football,Colombia,354
Pedro Blanco,Male,1958,0,football,Colombia,305
Juan Caicedo,Male,1955,0,football,Colombia,402
Manuel Berrio,Male,1996,0,football,Colombia,5038
Franky Linero,Male,1940,2007,actor,Colombia,11001
Omar Duarte,Male,1985,0,football,Colombia,29932
Luis Eduardo Falu,Male,1951,1976,revolutionary,Argentina - Colombia,2300
Raul Loaiza,Male,1994,0,football,Colombia,20341
Jorge Lopez Caballero,Male,1981,0,football,Colombia,15494
Grigori Mendez,Male,1972,0,football,Colombia,854
Juan Angel,Male,1960,0,actor,Colombia,16628
Javier Florez,Male,1982,0,football,Colombia,16395
Wilber Renteria,Male,1992,0,football,Colombia,5943
Efrain Sanchez,Male,1926,2020,football,Colombia,40244
Martin Arzuaga,Male,1981,0,football,Colombia,69500
Wilmer Cabrera,Male,1967,0,football,Colombia,46631
David Contreras,Male,1994,0,football,Colombia,2752
Anabel Torres,Female,1948,0,poet,Colombia,11208
Abelardo Rondon,Male,1964,0,sport,Colombia,4837
Brayner de Alba,Male,1993,0,football,Colombia,6823
Omayra Sanchez,Female,1972,1998,killed,Colombia,4549359
Tania Falquez,Female,1970,0,actor,Colombia,25907
Carolina Aguirre,Female,1996,0,archer,Colombia,6155
Guillermo Sierra,Male,1990,0,football,Colombia,1924
Jhon Henry Sanchez,Male,1995,0,football,Colombia,5158
Luis Enrique Lis,Male,1907,0,composer,Colombia,849
Jhon Gonzalez,Male,1971,0,sport,Colombia,507
Cristian Echavarria,Male,1997,0,football,Colombia,14241
Paola Moreno,Female,1985,0,golf,Colombia,5114
Christian Vargas Cortes,Male,1989,0,football,Colombia,5365
Henrik Takkenberg,Male,1967,2006,singer,Colombia,6696
Antonio de Narvaez Latorre,Male,1733,1812,politician,Grenada - Colombia,1264
Clemencia Forero,Female,1948,0,politician,Colombia,205
Estefania Ramirez (rugby),Female,1991,0,football,Colombia - US,1280
Nathalie Marchino,Female,1981,0,football,Colombia - US,2043
Alejandra Betancur,Female,1987,0,football,Colombia,1080
Ana Ramirez (rugby union),Female,1991,0,football,Colombia - US,967
Sharon Acevedo,Female,1993,0,football,Colombia - US,1376
Nicole Acevedo,Female,1994,0,football,Colombia - US,1464
Laura Gonzalez,Female,1993,0,football,Colombia,6091
Isabel Romero,Female,1996,0,football,Colombia - US,1449
Solangie Delgado,Female,1989,0,football,Colombia - US,691
Camila Lopera,Female,1995,0,football,Colombia - US,808
Khaterinne Medina,Female,1992,0,football,Colombia,726
Guadalupe Lopez,Female,1987,0,football,Colombia,1609
Jorge Murillo,Male,1991,0,swimmer,Colombia,3560
Habib de las Salas,Male,1987,0,weightlifter,Colombia,6791
Yuberjen Martinez,Male,1991,0,boxer,Colombia,53751
Astolfo Romero (footballer),Male,1957,2000,football,Colombia - Venezuela,4060
Homer Martinez,Male,1997,0,football,Colombia,2216
Jonathan Gomez (swimmer),Male,1996,0,swimmer,Colombia,2384
Jorge Vivas,Male,1988,0,boxer,Colombia,2376
Luis Javier Mosquera,Male,1995,0,weightlifter,Colombia,22361
Alberny Vargas,Male,1969,0,sport,Colombia,473
Fernando Sierra,Male,1966,0,sport,Colombia,783
Mario Alexander Alvarez,Male,1994,0,football,Colombia,1067
Luis Guillermo Velez Cabrera,Male,1974,0,political scientist,Colombia,6089
Hansel Zapata,Male,1995,0,football,Colombia,5250
Julian Buitrago,Male,1993,0,football,Colombia,1695
Oyie Flavie,Male,1973,0,football,Cameroon - Colombia,7136
Andres Quejada,Male,1985,0,football,Colombia,4170
Freddy Beltran,Male,1979,0,actor,Colombia,18343
Dixon Renteria,Male,1995,0,football,Colombia,2369
Jhon Velasquez,Male,1995,0,football,Colombia,4910
Deiber Ballesteros,Male,1993,0,football,Colombia,968
Trevor Gaskins,Male,1989,0,basket,US - Colombia,5789
Jaime Barbini,Male,1942,2022,actor,Colombia,5103
Roger Lemus,Male,1992,0,football,Colombia,2940
Jose Garcia Herrera,Male,1988,0,football,Colombia,1039
Jair Blanco,Male,1993,0,football,Colombia,883
Joselillo de Colombia,Male,1930,1997,matador,Colombia,333
Nina Garcia,Female,1965,0,journalist,Colombia,426254
Alvaro Castano Castillo,Male,1920,2016,journalist,Colombia,9915
Leonardo Lazaro,Male,1993,0,football,Colombia,2204
Andres Felipe Sarmiento,Male,1991,0,football,Colombia,1017
Juan David Gonzalez,Male,1995,0,football,Colombia,1240
Daniel Restrepo,Male,1993,0,football,Colombia,5772
Cristian Cassiani,Male,1994,0,football,Colombia,1989
Isabella Arcila,Female,1994,0,swimmer,Colombia,6220
Ingrit Valencia,Female,1988,0,boxer,Colombia,21681
Rafael Campo Vives,Male,1952,0,guitar,Colombia,1418
Jhon Edison Rodriguez,Male,1991,0,fencer,Colombia,921
Evelyn Rivera,Female,1997,0,athletic,Colombia,1901
Angie Orjuela,Female,1989,0,athletic,Colombia,3059
Kellys Arias,Female,1989,0,athletic,Colombia,2053
Ivonne Gonzalez,Female,1980,0,politician,Colombia,1189
Marala,Female,2007,0,singer,Colombia,7011
Daniel Camargo Barbosa,Male,1930,1994,killer,Colombia,805984
Estefania Alvarez,Female,1994,0,swimmer,Colombia,947
Ruber Marin,Male,1968,0,sport,Colombia,2443
Jorge Banguero,Male,1974,0,football,Colombia,21581
Jair Benitez,Male,1979,0,football,Colombia,48739
Kenny Moreno,Female,1979,0,player,Colombia,15361
Andres Ramiro Escobar,Male,1992,0,football,Colombia,208886
Alba Luz Arbelaez Alvarez,Female,1965,0,botanist,Colombia,1845
Anselmo Pineda,Male,1805,1880,politician,Colombia,2642
Alberto Quijano Guerrero,Male,1919,1995,author,Colombia,20161
Alejandro Serna,Male,1984,0,sport,Colombia,921
Alejandro Tobar,Male,1907,1975,composer,Colombia,1803
Alex Atapuma,Male,1984,0,sport,Colombia,2131
Silvia Corzo,Female,1973,0,journalist,Colombia,120376
Yeseida Carrillo,Female,1993,0,racewalker,Colombia,842
Sandra Galvis,Female,1986,0,athletic,Colombia,1063
Alejandro Landes,Male,1980,0,film,Colombia - Venezuela,3113
Roamer Alexis Angulo,Male,1984,0,boxer,Colombia,9424
Romel Morales,Male,1997,0,football,Colombia,7891
Alexis Castro,Male,1980,0,sport,Colombia,1546
Alfonso Cabezas Aristizabal,Male,1943,0,priest,Colombia,1056
Alfonso Senior Quevedo,Male,1912,2004,football,Colombia,22124
Jose Prudencio Padilla,Male,1784,1828,militar,Colombia,104797
Jose Fernandez Madrid,Male,1789,1830,politician,Colombia,62050
Jose Maria Cordova,Male,1799,1829,militar,Colombia,170117
Alfredo Gomez Jaime,Male,1878,1946,author,Colombia,1275
Jhonnatan Botero Villegas,Male,1992,0,sport,Colombia,8314
Dalivier Ospina,Male,1985,0,sport,Colombia,2257
Pedro Sarmiento,Male,1956,0,football,Colombia,32250
Alonso Llano Ruiz,Male,1931,2015,priest,Colombia,8537
Makenzie Vega,Female,1994,0,actor,US - Colombia,1664784
Andres Ruiz,Male,1988,0,athletic,Colombia,1312
Ruben Salazar Gomez,Male,1942,0,priest,Colombia,68731
Andres Mosquera,Male,1978,0,football,Colombia,16901
Giovanni Hernandez,Male,1976,0,football,Colombia,235933
Hector Ulloa,Male,1936,2018,actor,Colombia,59787
Didier Delgado,Male,1992,0,football,Colombia,14524
Anibal Tobon,Male,1947,2016,poet,Colombia - Sweden,2107
Jhon Anderson Rodriguez,Male,1996,0,sport,Colombia,3642
Juan Carlos de La Cuesta,Male,0,0,executive,Colombia,2147
Manuel Londono,Male,0,0,business,Colombia,655
Juan Andres Arango,Male,1976,0,film,Colombia - Venezuela,2254
Carlos Lasso,Male,1988,0,football,Colombia,1756
Sonja Petra Karsen,Female,1919,2013,hispanist,Colombia,846
Humberto Sinning Herazo,Male,1942,2016,politician,Colombia,798
William Carrascal,Male,1990,0,football,Colombia,719
Cesar Pastrana,Male,1964,0,sports manager,Colombia,16139
Ariel Avila,Male,1983,0,political scientist,Colombia,35365
Lady Ruano,Female,1981,0,player,Colombia,1194
Andres Caicedo (weightlifter),Male,1997,0,weightlifter,Colombia,1139
Luis Maria Mora,Male,1869,1936,writer,Colombia,3284
Darwin Lopez,Male,1992,0,football,Colombia,4123
Diego Suta,Male,1994,2016,sport,Colombia,899
Michael Lopez (Colombian footballer),Male,1997,0,football,Colombia,813
Martha Liliana Ruiz,Female,1964,0,actor,Colombia,12381
Antonio Ordonez-Plaja,Male,1919,2012,physician,Colombia - Spain,836
Francisco Mosquera,Male,1992,0,weightlifter,Colombia,2148
Luis Sinisterra,Male,1999,0,football,Colombia,29629
Carlos Cuesta,Male,1999,0,football,Colombia,32904
Ever Valencia,Male,1996,0,football,Colombia,33343
Naisir Carmona,Male,1998,0,football,Colombia,960
Michael Gomez,Male,1997,0,football,Colombia,9571
Ivan Rojas,Male,1997,0,football,Colombia,3100
Jorge Segura (footballer),Male,1997,0,football,Colombia,15385
