nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Justus W. Schottelius,Male,1892,1941,anthropologist,Colombia - Germany,3217
Miguel Acosta,Male,1978,0,boxer,Venezuela - Colombia,18989
Jaider Arboleda,Male,1985,0,football,Colombia,1492
Jamerson Renteria,Male,1980,0,football,Colombia,4296
Janer Guaza,Male,1991,0,football,Colombia,1889
Katherine Velez,Female,1971,0,actor,Colombia,173912
Kathy Eusse,Female,0,0,model,Colombia - Venezuela,2729
Kathy Saenz,Female,1972,0,actor,Colombia,371020
Kepa Amuchastegui,Male,1941,0,actor,Colombia,116747
Kevin Benitez,Male,1994,0,football,Colombia,2669
Kleyner Bejarano Mena,Male,1989,0,football,Colombia,375
Kevin Rendon,Male,1993,0,football,Colombia,13476
Hector Ballesteros,Male,1981,0,sport,Colombia,1420
Hector Buitrago,Male,1963,0,guitar,Colombia,55147
Hector Fabian Ramirez,Male,1982,0,football,Colombia,2217
Hector Palacio,Male,1969,0,sport,Colombia,2659
Lady Andrade,Female,1992,0,football,Colombia,56286
Lady Tabares,Female,1982,0,actor,Colombia,1023629
Laura Acuna,Female,1982,0,model,Colombia,225450
Laura Cantillo,Female,1991,0,model,Colombia,7799
Laura Garcia,Female,1953,0,actor,Colombia,40526
Laura Victoria Valencia,Female,1968,0,journalist,Colombia,7327
Laureano Garcia Ortiz,Male,1867,1945,writer,Colombia,3292
Lauren Mendinueta,Female,1977,0,writer,Colombia,4954
Leandro Cuberos Nino,Male,1876,1934,politician,Colombia,1153
Leandro Vargas,Male,1979,0,football,Colombia,4870
Leo Matiz,Male,1917,1998,photographer,Colombia,52808
Leo S. Kopp,Male,1858,1927,business,Germany - Colombia,47342
Leon J Meek,Male,1926,1978,lawyer,Colombia,2115
Leonard Vasquez,Male,1985,0,football,Colombia,5678
Leonardo Lopez,Male,1987,0,football,Colombia,7232
Leonardo Petro,Male,0,0,film,Colombia,1185
Leonardo Posada,Male,1947,1986,politician,Colombia,8362
Leonardo Rojano,Male,1981,0,football,Colombia,3829
Leonardo Saldana,Male,1989,0,football,Colombia,6192
Leoncio Alegria,Male,1988,0,football,Colombia,1144
Leonel Gongora,Male,1932,1999,painter,Colombia,7720
Leopoldo Berdella de la Espriella,Male,1951,1988,writer,Colombia,4231
Leopoldo Lopez Alvarez,Male,1891,1940,judge,Colombia,2839
Lewis Ochoa Cassiani,Male,1984,0,football,Colombia,26034
Waldemar Franklin Quintero,Male,1941,1989,police,Colombia,295574
Leyvin Balanta,Male,1990,0,football,Colombia,42651
Leon Cardona,Male,1927,0,singer,Colombia,9942
Leon Londono Tamayo,Male,1929,2012,sports manager,Colombia,4214
Bernardo Tovar,Male,1951,0,sport,Colombia,4804
Libio Jose Martinez,Male,1977,2011,militar,Colombia,5483
Liborio Zerda,Male,1830,1919,anthropologist,Colombia,7471
Lidio Garcia Turbay,Male,1971,0,politician,Colombia,9140
Ligia Mayo,Female,1932,2012,singer,Colombia,5485
Lilia Solano,Female,0,0,academic,Colombia,1552
Liliana Baron Caballero,Female,1969,0,lawyer,Colombia,569
Lin Carlos Henry,Male,1977,0,football,Colombia,5737
Lina Tejeiro,Female,1991,0,actor,Colombia,470117
Linda Palma,Female,1985,0,presenter,Colombia,159113
Lino de Pombo,Male,1797,1862,diplomat,Colombia,13609
Lisandro Meza,Male,1937,0,music,Colombia,135606
Neider Morantes,Male,1975,0,football,Colombia,54642
Lizardo Diaz,Male,1928,2012,singer,Colombia,18870
Lola Velez,Female,1925,2005,painter,Colombia,3510
Lorena Vargas,Female,1986,0,sport,Colombia,3809
Lorenzo Morales,Male,1914,2011,composer,Colombia,38241
Luana Prato,Female,1987,0,sport,Colombia,517
Lucas Caballero Barrera,Male,1869,1942,lawyer,Colombia,7751
Lucas Caballero Calderon,Male,1913,1981,writer,Colombia,14613
Lucas Velazquez,Male,1981,0,actor,Colombia - Mexico,169522
Lucero Galindo,Female,1939,2013,actor,Colombia,16613
Lucero Gomez,Female,1956,2020,actor,Colombia,20429
Lucho Chamie,Male,1966,0,actor,Colombia,5163
Lucio Pabon,Male,1914,1988,politician,Colombia,1756
Lucrecia Panchano,Female,1940,0,poet,Colombia,3176
Lucia Estrada,Female,1980,0,writer,Colombia,4093
Luis Alberto Acuna Tapias,Male,1909,1994,painter,Colombia,13819
Luis Alberto Gil,Male,0,0,politician,Colombia,5849
Luis Alfredo Duarte Herrera,Male,1958,2010,painter,Colombia,1128
Luis Alfredo Sierra,Male,1988,0,football,Colombia,7342
Luis Alfredo Sanchez,Male,0,0,writer,Colombia,2542
Luis Andrade Valderrama,Male,1902,1977,priest,Colombia,1166
Luis Calderon,Male,1990,0,football,Colombia,15238
Luis Camilo Osorio,Male,1943,0,lawyer,Colombia,12359
Luis Cano Villegas,Male,1885,1950,journalist,Colombia,9492
Luis Carabali,Male,1990,0,football,Colombia,2524
Luis Cardoza,Male,1984,0,football,Colombia - Peru,14269
Luis Carlos Avellaneda,Male,1951,0,politician,Colombia,6375
Luis Carlos Delgado Penon,Male,1947,0,lawyer,Colombia,5625
Luis Carlos Meyer,Male,1916,1998,singer,Colombia,9830
Luis Carlos Torres,Male,1958,0,politician,Colombia,6878
Luis Carlos Villegas Echeverri,Male,1957,0,politician,Colombia,90457
Luis Carvajal Basto,Male,1957,0,economist,Colombia,2870
Luis Cassiani,Male,1980,0,football,Colombia,1723
Luis Cermeno,Male,1981,0,journalist,Colombia,2644
Luis Duque Gomez,Male,1916,2000,anthropologist,Colombia,5442
Luis Eduardo Arango,Male,1950,0,actor,Colombia,105643
Luis Eduardo Baquero,Male,1986,0,football,Colombia,1011
Luis Eduardo Lora,Male,1989,0,football,Colombia,2989
Luis Eduardo Montealegre,Male,1957,0,lawyer,Colombia,49983
Luis Eduardo Mora-Osejo,Male,1931,2004,botanist,Colombia,4836
Luis Eduardo Moreno,Male,1934,1996,preacher,Colombia,27663
Luis Eduardo Vives,Male,1957,0,politician,Colombia,2176
Luis Emiro Mosquera,Male,1964,2010,guerrilla,Colombia,1354
Luis Enrique Aragon,Male,1951,0,music,Colombia,447
Luis Enrique Calle Serna,Male,0,0,drug traffick,Colombia,34603
Luis Enrique Diaz,Male,1987,0,football,Colombia,2179
Luis Enrique Osorio,Male,1896,1966,writer,Colombia,20789
Luis Ernesto Mejia,Male,0,0,politician,Colombia,6406
Luis Ernesto Ordonez Castillo,Male,1914,1990,politician,Colombia,8996
Luis Estacio,Male,1980,0,football,Colombia,9792
Luis Fabian Fernandez,Male,1961,0,politician,Colombia,2649
Luis Fernando Ardila,Male,1954,2004,composer,Colombia,28499
Luis Fernando Duque,Male,1952,0,politician,Colombia,244288
Luis Fernando Hoyos,Male,1964,0,actor,Colombia,70813
Luis Fernando Lugo,Male,1984,0,football,Colombia,1004
Luis Fernando Munera,Male,1949,0,actor,Colombia,21894
Luis Fernando Orozco,Male,1987,0,football,Colombia,15761
Luis Fernando Valencia,Male,1984,0,football,Colombia,1528
Luis Fernando Alvarez Jaramillo,Male,0,0,lawyer,Colombia,3591
Luis Ferney Rios,Male,1989,0,football,Colombia,4573
Luis Francisco Bohorquez,Male,1962,0,lawyer,Colombia,8220
Jose de la Mar,Male,1778,1830,politician,Peru - Colombia,254916
Luis Garcia Hevia,Male,1816,1887,photographer,Colombia,6682
Luis Hernan Reina,Male,1967,0,film,Colombia,694
Luis Iriarte,Male,1982,0,football,Colombia,3709
Luis Martinez Delgado,Male,1894,1973,writer,Colombia,1104
Luis Mendieta,Male,1959,0,officer,Colombia,17102
Luis Miguel Noya,Male,1948,2009,actor,Colombia,14014
Luis Narvaez,Male,1984,0,football,Colombia,34972
Luis Omar Valencia,Male,1978,0,football,Colombia,5502
Luis Ospina,Male,1949,2019,film,Colombia,40907
Luis Paterson,Male,1994,0,football,Colombia,345
Luis Payares,Male,1990,0,football,Colombia,14640
Luis Tejada Cano,Male,1898,1924,journalist,Colombia,16221
Luis Tipton,Male,1992,0,football,Colombia,26582
Luis Vargas Tejada,Male,1802,1829,writer,Colombia,93540
Luis Angel Arango,Male,1903,1957,lawyer,Colombia,16705
Luisa Fernanda Giraldo,Female,1966,0,actor,Colombia,35550
Lukas (cantante),Male,1948,0,singer,Colombia,14314
Luz Amparo Alvarez,Female,1972,0,actor,Colombia,37799
Luz Castro de Gutierrez,Female,1908,1991,entrepreneur,Colombia,27785
Luz Elena Ramos,Female,1976,0,presenter,Colombia,13358
Luz Marina Bustos,Female,1960,0,lawyer,Colombia,18667
Luz Marina Posada,Female,1974,0,composer,Colombia,7089
Luz Mary Giraldo,Female,1950,0,writer,Colombia,7203
Luz Mila Quinones,Female,1964,0,botanist,Colombia,1115
Luzmary Guedez,Female,1981,0,archer,Colombia,1353
Manolo Bellon,Male,1949,0,journalist,Colombia,10097
Iglandini Gonzalez,Female,1965,0,athletic,Colombia,1301
Manuel Amador Fierro,Male,0,0,politician,Colombia,243
Manuel Antonio Arboleda Arboleda,Male,1905,1936,lawyer,Colombia,2238
Manuel Antonio Avendano Castaneda,Male,1934,2009,music,Colombia,1621
Manuel Antonio Lopez Borrero,Male,1803,1891,writer,Colombia,2127
Manuel Antonio Virguez,Male,1960,0,lawyer,Colombia,751
Manuel Arce Figueroa,Male,1909,1987,poet,Colombia,1787
Ignacio Flores (Pacificator of Peru),Male,1733,1786,marquess,Colombia,3544
Ignacio Posada,Male,1935,2015,fencer,Colombia,945
Manuel Calle Lombana,Male,1902,1987,politician,Colombia,1518
Manuel Camacho Quesada,Male,1775,1834,politician,Colombia,640
Manuel Carrera,Male,1913,1981,architect,Colombia,8084
Manuel Del Rio De Narvaez,Male,1800,1871,lawyer,Colombia,2145
Manuel Navarrete,Male,1841,1890,militar,Colombia,582
Manuel Fernando,Male,1961,0,music,Colombia,8776
Manuel Guillermo Mora,Male,1964,0,politician,Colombia,8632
Manuel Gustavo Chacon,Male,1953,0,trade union,Colombia,3646
Manuel Jose Bonnet,Male,1936,2018,militar,Colombia,16753
Manuel Jose Caicedo,Male,1851,1937,religious,Colombia,4740
Manuel Jose Mosquera,Male,1800,1853,lawyer,Colombia,8619
Wilber Varela,Male,1957,2008,racketeer,Colombia,741372
Manuel Pacheco,Male,1931,2015,football,Colombia,3595
Manuel Plata Azuero,Male,1823,1899,physician,Colombia,842
Manuel Ponce de Leon,Male,1829,1899,engineer,Colombia,8245
Manuel Ramiro Velasquez,Male,1951,2015,politician,Colombia,1558
Manuel de Larrea y Jijon,Male,1772,1835,marquess,Colombia,4224
Manuel del Castillo y Rada,Male,1781,1816,militar,Colombia,13522
Manuela Gonzalez,Female,1977,0,actor,Colombia,248095
Marbelle,Female,1980,0,singer,Colombia,489717
Marcela Angarita,Female,1973,0,model,Colombia,5206
Marcela Benjumea,Female,1971,0,actor,Colombia,109441
Marcela Carvajal,Female,1969,0,actor,Colombia,269373
Marceliano Velez,Male,1832,1923,politician,Colombia,8172
Marcelo Cezan,Male,1967,0,singer,Colombia,188337
Marco Avirama,Male,1945,0,politician,Colombia,5618
Marco Gerardo Monroy Cabra,Male,1940,2019,lawyer,Colombia,12714
Marcos Daniel Pineda,Male,1977,0,politician,Colombia,15051
Marcos Jose Lozano,Male,1993,0,football,Colombia,625
Margarita Munoz,Female,1987,0,model,Colombia,755678
Margarita Villaquira,Female,1860,1942,politician,Colombia,26975
Maria Dalmazzo,Female,1983,0,actor,Colombia,3799
Maria Teresa Uribe,Female,0,2019,sociologist,Colombia,221
Mariana Carcelen,Female,1805,1861,aristocrat,Colombia,35791
Mariana Tobon,Female,1994,0,sport,Venezuela - Colombia,898
Marianella Maal Pacini,Female,1978,0,model,Colombia,7814
Mariano Arosemena,Male,1794,1868,journalist,Colombia - Grenada,22058
Mariano Aristides Calcano,Male,1828,1876,writer,Colombia,1052
Mariano Civico,Male,1951,2013,composer,US - Colombia,36576
Mariano Garnica y Orjuela,Male,1770,1832,priest,Colombia,1430
Mariano Paris Ricaurte,Male,1788,1833,militar,Colombia,1811
Ilia Calderon,Female,1972,0,presenter,Colombia,129870
Mariano Santamaria,Male,1887,1914,architect,Colombia,2959
Marilyn Patino,Female,1982,0,model,Colombia,142941
Antonio Bayter Abud,Male,1933,2020,priest,Colombia,435
Mario Abadia,Male,1986,0,football,Colombia,4971
Mario Alejandro Gonzalez,Male,1983,0,football,Colombia,22849
Mario Aramburo,Male,1909,1989,lawyer,Colombia,3832
Mario Duarte,Male,1965,0,actor,Colombia,367092
Mario Efrain Gomez,Male,1986,0,football,Colombia,7081
Mario Gamboa,Male,1992,0,sport,Colombia,880
Mario Nader Muskus,Male,1958,0,politician,Colombia,1106
Mario Rivero,Male,1935,2009,poet,Colombia,16962
Mario Sarmiento,Male,1993,0,football,Colombia,2061
Mario Suarez Florez,Male,1955,0,politician,Colombia,1177
Mario Tajima,Male,1993,0,football,Colombia,14453
Maripaz Jaramillo,Female,1948,0,painter,Colombia,18249
Marlon Francisco Diaz,Male,1990,0,football,Colombia,1801
Marlon Moreno,Male,1966,0,actor,Colombia,337543
Marlon Negrete Martinez,Male,1986,0,football,Colombia,3004
Marre,Female,1990,0,singer,Colombia,4096
Marta Saenz,Female,1959,0,politician,Colombia,2390
Martha Cecilia Alzate,Female,1968,0,politician,Colombia,3923
Martha Herrera,Female,1959,0,journalist,Colombia,5711
Martha Lucia Zamora,Female,1960,0,lawyer,Colombia,13347
Martha Marcela Mora,Female,1977,0,botanist,Colombia,1136
Martha de Salas,Female,0,0,actor,Ecuador - Colombia,6784
Martina Garcia,Female,1981,0,actor,Colombia,538721
Martin Caballero,Male,1962,2007,commander,Colombia,19582
Martin Salas Avila,Male,1964,0,lawyer,Colombia,1249
Maru Yamayusa,Female,1947,0,actor,Colombia,24207
Maruja Hinestroza de Rosero,Female,1914,2002,composer,Colombia,4092
Marvel Moreno,Female,1939,1995,writer,Colombia,31304
Mary Soto,Female,1987,0,sport,Colombia,680
Maria Alejandra Idrobo,Female,1988,0,athletic,Colombia,2771
Maleja Restrepo,Female,1985,0,model,Colombia,175139
Maria Castilla,Female,1975,0,writer,Colombia,1630
Maria Concepcion Bolivar,Female,0,1987,politician,Colombia,914
Maria Concepcion Loperena,Female,1750,1835,daughter,Colombia,19877
Maria Cristina Salazar,Female,1931,2006,sociologist,Colombia,7419
Maria Currea Manrique,Female,1890,1985,feminist,Colombia,41250
Maria Eugenia Davila,Female,1949,2015,actor,Colombia,54822
Maria Eugenia Penagos,Female,1947,0,actor,Colombia,13073
Rafael Nieto Navia,Male,1938,0,diplomat,Colombia,17990
Maria Fernanda Martinez,Female,1969,0,singer,Colombia,38553
Maria Isabel Baena,Female,1977,0,sport,Colombia,1673
Maria Isabel Rueda,Female,1955,0,journalist,Colombia,29518
Maria Jose Martinez (actriz),Female,1980,0,actor,Colombia,115931
Maria Mercedes Cabal,Female,1819,1904,wife of,Colombia,15448
Maria Mercedes Cuellar,Female,1946,0,economist,Colombia,8748
Maria Paz Ruiz Gil,Female,1978,0,writer,Colombia,3381
Carlos Camacho (actor),Male,1971,0,actor,Colombia,99299
Maria Rocio Stevenson,Female,1979,0,model,Colombia,57129
Maria Susana Portela,Female,0,0,politician,Colombia,5190
Maria Teresa Garces,Female,1946,0,lawyer,Colombia,3442
Maria Teresa Murillo,Female,1929,2017,botanist,Colombia,1766
Maria Teresa Ramirez (poetisa),Female,1944,0,writer,Colombia,10702
Maria del Pilar Perez (actriz),Female,1991,0,actor,Colombia,54559
Maria del Rosario Guerra de La Espriella,Female,1968,0,economist,Colombia,42669
Maria del Socorro Bustamante,Female,1944,2015,lawyer,Colombia,4588
Mateo Biojo,Male,1994,0,football,Colombia,799
Matilde Diaz,Female,1924,2002,singer,Colombia,29070
Matilde Espinosa,Female,1910,2008,writer,Colombia,3462
Matilde Lemaitre,Female,1989,0,actor,Colombia,21551
Mauricio Acosta,Male,1990,0,football,Colombia,6608
Mauricio Arquez,Male,1981,0,football,Colombia,1882
Mauricio Bonnett,Male,1961,0,writer,Colombia,2340
Mauricio Cuero,Male,1993,0,football,Colombia,167434
Mauricio Duarte,Male,1992,0,football,Colombia,4281
Mauricio Marin,Male,1985,0,football,Colombia,2182
Mauricio Guzman Cuevas,Male,1956,0,lawyer,Colombia,5052
Mauricio Gomez Perez,Male,1983,0,football,Colombia,4105
Mauricio Jaramillo Martinez,Male,1957,0,lawyer,Colombia,5200
Mauricio Loza,Male,1977,0,writer,Colombia,3069
Mauricio Mafla,Male,1984,0,football,Colombia,5829
Mauricio Mina,Male,1982,0,football,Colombia,11322
Mauricio Ospina,Male,1975,0,politician,Colombia,10020
Mauricio Pinilla (futbolista colombiano),Male,1977,0,football,Colombia - Bolivia,1752
Mauricio Reina,Male,0,0,economist,Colombia,12550
Mauricio Velez,Male,1969,0,actor,Colombia,63805
Maximiliano Crespo Rivera,Male,1866,1940,priest,Colombia,5519
Melina Ramirez,Female,1990,0,beauty pageant,Colombia,281451
Melissa Martinez,Female,1979,0,actor,US - Colombia,70636
Mercedes Delgado Mallarino,Female,1868,1948,painter,Colombia,2152
Mercedes Gaibrois de Ballesteros,Female,1891,1960,historian,Spain - Colombia,2540
Mery Mancilla,Female,1984,0,player,Colombia,1099
Camilo Fernando Castrellon Pizano,Male,1942,0,priest,Colombia,2107
Michael Barrios,Male,1991,0,football,Colombia,69721
Michael Rada,Male,1987,0,football,Colombia,913
Michael Rangel,Male,1991,0,football,Colombia,154067
Michael Stiven Lopez,Male,1991,0,football,Colombia,3802
Michelle Sanchez,Female,1994,0,sport,Colombia,2144
Miguel Alfonso de la Espriella,Male,1964,0,politician,Colombia,10283
Miguel Angel Murillo,Male,1993,0,football,Colombia,99447
Miguel Antonio Medina Medina,Male,1916,1972,religious,Colombia,962
Miguel Antonio Perez,Male,1992,0,football,Colombia,3918
Miguel Bruno,Male,1808,1848,independence,Colombia,2258
Miguel Diaz Vargas,Male,1886,1956,painter,Colombia,1858
Miguel Garcia Sierra,Male,0,0,governor,Colombia,501
Miguel Gonzalez (actor colombiano),Male,1988,0,presenter,Colombia,28317
Miguel Julio,Male,1991,0,football,Colombia,14318
Miguel Morales (cantante),Male,1960,0,singer,Colombia,670683
Miguel Moreno Jaramillo,Male,1890,1976,lawyer,Colombia,5263
Miguel Ordonez Cadena,Male,1911,1994,anthropologist,Colombia,3959
Miguel Pinedo Vidal,Male,1943,0,politician,Colombia,4773
Antonio Cervantes,Male,1945,0,boxer,Colombia,529241
Miguel Triana,Male,1859,1931,historian,Colombia,4769
Miguel Uribe Restrepo,Male,1792,1841,philosopher,Colombia,6869
Miguel Vega Uribe,Male,0,1994,officer,Colombia,10261
Miguel de la Torre (disenador),Male,1971,2006,designer,Colombia,1607
Miguel Angel Manrique,Male,1967,0,writer,Colombia,4454
Miguel Angel Rojas,Male,1946,0,photographer,Colombia,14997
Miguel Solis,Male,1983,0,football,Colombia,21170
Mike Campaz,Male,1987,0,football,Colombia,11385
Mike Schmulson,Male,1930,2016,presenter,Colombia,32646
Milciades Arevalo,Male,1943,0,journalist,Colombia,2028
Edgar Aristizabal Quintero,Male,1965,0,priest,Colombia,3933
Milton Rodriguez Sarmiento,Male,1973,0,lawyer,Colombia,10315
Misael Camargo,Male,1986,0,football,Colombia,1278
Antonio Flores Jijon,Male,1833,1915,politician,Ecuador - Colombia,95206
Moises Wasserman,Male,1946,0,chemist,Colombia,23926
Morella Zuleta,Female,1974,0,actor,Colombia,32352
Ingrid Hoffmann,Female,1965,0,chef,Colombia,31109
Antonio Maria Valencia,Male,1902,1952,composer,Colombia,12839
Niver Arboleda,Male,1967,2011,football,Colombia,13125
Myriam Alicia Paredes,Female,1957,0,politician,Colombia,8176
Monica Arango,Female,1992,0,swimmer,Colombia,4550
Monica Fonseca,Female,1982,0,journalist,Colombia - US,185595
Monica Lopera,Female,1985,0,actor,Colombia,96490
Rolando Serrano,Male,1938,2022,football,Colombia,4683
Nahum Montt,Male,1967,0,writer,Colombia,12065
Antonio Narino,Male,1765,1823,politician,Colombia,1331035
Natalia Betancurt,Female,1980,0,actor,Colombia,72442
Natalia Duran,Female,1984,0,model,Colombia,180433
Natalia Reyes,Female,1987,0,actor,Colombia,518151
Nataly Caldas,Female,1988,0,sport,Ecuador - Colombia,2006
Nataly Umana,Female,1986,0,model,Colombia,141952
Natasha Cheij,Female,1985,0,journalist,Colombia,18266
Gustavo Bolivar (footballer),Male,1985,0,football,Colombia,24630
Nectali Vizcaino,Male,1977,0,football,Colombia,1774
Diego Sanchez de Orellana,Male,1733,1791,aristocrat,Colombia,667
Nelcy Caicedo,Female,1990,0,sport,Colombia,1073
Nelson Coral,Male,1993,0,football,Colombia,640
Nelson Garzon,Male,1985,0,sport,Colombia,1138
Nelson Pinedo,Male,1928,2016,singer,Colombia,78944
Nelson Velasquez,Male,1973,0,composer,Colombia,196753
Nemequene,Male,0,1514,ruler,Colombia,32352
Nemer Tetay,Male,1980,0,brother,Colombia,1251
Rosa Helena Jimenez,Female,1929,2011,comedian,Colombia,15506
Nepomuceno Matallana,Male,1891,1960,killer,Colombia,61279
Nicanor Velez,Male,1959,2011,poet,Colombia - Spain,2023
Nicolas Andres Torres,Male,1987,0,football,Colombia,2932
Nicolas Barrientos,Male,1987,0,player,Colombia,11703
Nicolas Mayorca,Male,1986,0,singer,Colombia,14687
Nicolas Montero,Male,1966,0,actor,Colombia,152423
Nicolas Pinzon Warlosten,Male,1859,1895,lawyer,Colombia,9224
Nicolas Rodriguez Bautista,Male,1950,0,guerrilla,Colombia,68046
Nijol? �ivickas,Female,1930,2018,sculptor,Lithuania - Colombia,40538
Nilson Cortes,Male,1977,0,football,Colombia,3285
Nisida Palomeque,Female,1988,0,sport,Colombia,593
Julio Enrique Prado Bolanos,Male,1943,0,priest,Colombia,3784
Nompanim,Male,0,0,cacique,Colombia,4084
Norbey Salazar,Male,1987,0,football,Colombia,9348
Norma Nivia,Female,1979,0,actor,Colombia,100352
Norman Cabrera,Male,1989,0,football,Colombia,3536
Norman Ortiz,Male,1947,0,football,Colombia,2549
Nuria Schlenker,Female,1955,0,sculptor,Colombia,2227
Nestor Asprilla,Male,1986,0,football,Colombia,2820
Nestor Humberto Martinez,Male,1952,0,lawyer,Colombia,135299
Nestor Otero,Male,1955,0,mathematician,Colombia,20417
Nestor Solera Martinez,Male,1954,0,philosopher,Colombia,762
Octavio Arizmendi Posada,Male,1934,2004,lawyer,Colombia,8175
Octavio Escobar Giraldo,Male,1962,0,academic,Colombia,11973
Octavio Mesa,Male,1933,2007,singer,Colombia,36948
Ofelia Uribe de Acosta,Female,1900,1988,suffragist,Colombia,12691
Fabio Hernan Rodriguez,Male,1966,0,sport,Colombia,2266
Olga Lucia Bosch,Female,1979,0,sport,Venezuela - Colombia,656
Olga de Angulo,Female,1955,2011,swimmer,Colombia,9079
Oliver Fula,Male,1988,0,football,Colombia,5880
Omaira Morales Arboleda,Female,0,0,presenter,Colombia,1627
Omar Fernandez,Male,1993,0,football,Colombia,56278
Omar Florez Velez,Male,1950,0,politician,Colombia,4166
Omar Geles,Male,1967,0,artist,Colombia,199015
Omar Sanchez,Male,1984,0,singer,Colombia,6032
Omar Yepes,Male,1937,0,lawyer,Colombia,7001
Orlando Ballesteros,Male,1972,0,football,Colombia,19385
Orlando Berrio,Male,1991,0,football,Colombia,412249
Orlando Fuentes,Male,1977,0,football,Colombia,991
Orlando Osorio,Male,1990,0,football,Colombia,2036
Orlando Restrepo,Male,1956,0,coach,Colombia,12000
Orlando Rivera,Male,1920,1960,painter,Colombia,6316
Oscar Alejandro Becerra,Male,1994,0,football,Colombia,1491
Oscar Dario Perez,Male,1952,0,politician,Colombia,4864
Oscar Movil,Male,1987,0,football,Colombia,3449
Osneider Alvarez,Male,1990,0,football,Colombia,4520
Otoniel Quintana,Male,1946,2018,football,Colombia,11589
Otto Greiffestein,Male,1927,1994,presenter,Colombia,10076
Otto Morales Benitez,Male,1920,2015,lawyer,Colombia,17231
Antonio Ungar,Male,1974,0,writer,Colombia,11018
Pablo Beltran (guerrillero),Male,1953,0,guerrilla,Colombia,18395
Pablo Catatumbo,Male,1953,0,politician,Colombia,121431
Pablo Riveros,Male,1873,1924,physician,Colombia,118
Pablo Florez,Male,1926,2011,music,Colombia,8935
Pablo Gonzalez (tennis),Male,1982,0,player,Colombia,3118
Pablo Gomez Barrios,Male,1951,0,journalist,Colombia,666
Pablo Montoya (author),Male,1963,0,writer,Colombia,43396
Pablo Solano Puerto,Male,1928,2013,painter,Colombia - France,2182
Paola Baldion,Female,0,0,actor,Colombia,9540
Paola Sanchez,Female,1991,0,football,Colombia,6523
Ines Garcia de Duran,Female,1928,2011,dancer,Colombia,6553
Antonio Alvarez Lleras,Male,1892,1956,author,Colombia,1931
Pascual Bravo,Male,1838,1864,politician,Colombia,4778
Pascual Guerrero,Male,1894,1945,writer,Colombia,12649
Patricia Teheran Romero,Female,1969,1995,singer,Colombia,1656277
Patricia Ercole,Female,1960,0,actor,Colombia,127605
Patriota (rapero),Male,1990,0,rapper,Colombia,160
Paul Castle,Male,1979,0,music,Colombia,1387
Paula Andrea Betancur,Female,1972,0,model,Colombia,3009
Paula Arcila,Female,1975,0,model,Colombia,38141
Paula Castano,Female,0,0,actor,Colombia,73169
Paula Forero,Female,1992,0,football,Colombia,4564
Paula Pena,Female,1954,0,actor,Colombia,65255
Pedro Aquilino Lopez,Male,1857,1935,politician,Colombia,4892
Pedro Arturo Estrada,Male,1956,0,writer,Colombia,1891
Fray Pedro Bedon,Male,1551,1621,painter,Colombia,18637
Pedro Castro Monsalvo,Male,1905,1967,politician,Colombia,14405
Pedro Elias Serrano Abadia,Male,1928,1985,lawyer,Colombia,3544
Pedro Fermin de Vargas,Male,1762,1810,economist,Colombia,35445
Pedro Fernandez Madrid,Male,1817,1875,politician,Colombia,2776
Pedro Fortoul,Male,1780,1837,politician,Colombia,2803
Pedro Ignacio Rodriguez,Male,1963,0,education,Colombia - Mexico,1101
Pedro Javier Sanchez de Orellana,Male,1678,1753,politician,Colombia,1142
Irene Pacheco,Male,1971,0,boxer,Colombia,7784
Pedro Jose Ramirez Sendoya,Male,1897,1966,priest,Colombia,4930
Pedro Juan Moreno,Male,1943,2006,politician,Colombia,29763
Pedro Falla,Male,1976,0,actor,Colombia,25194
Pedro Maria Carreno,Male,1874,1946,unknown,Colombia,1079
Pedro Morales Pino,Male,1863,1926,composer,Colombia,19156
Marcos Coll,Male,1935,2017,football,Colombia,51297
Pedro de Montufar,Male,1759,1846,militar,Ecuador - Colombia,3894
Pedro de Solis y Valenzuela,Male,1624,1711,writer,Spain - Colombia,28880
Pelon Santamarta,Male,1867,1952,singer,Colombia,6815
Peter Manjarres,Male,1974,0,unknown,Colombia,146194
Petrona Martinez,Female,1938,0,composer,Colombia,51694
Piedad Zuccardi,Female,1952,0,politician,Colombia,6080
Pierangeli Llinas,Female,1964,0,actor,Colombia,34
Pilar Quintana,Female,1972,0,writer,Colombia,24545
Isaac Gilinski Sragowicz,Male,1934,0,bank,Colombia,13960
Pipe Bueno,Male,1992,0,singer,Colombia,491446
Isabel Ceballos,Female,1979,0,swimmer,Colombia,2632
Isabella Santo Domingo,Female,1970,0,actor,Colombia,12870
Plinio Parra,Male,1964,0,writer,Colombia,1422
Polo Barriga,Male,1947,2012,journalist,Colombia,1521
Poncho Zuleta,Male,1949,0,singer,Colombia,145139
Ponciano Castro,Male,1953,0,football,Colombia,3336
Jaime Osorio,Male,1947,2006,actor,Colombia,1659
Israel Romero,Male,1954,0,music,Colombia,107375
Prospero Pinzon,Male,1856,1901,politician,Colombia,10581
Alberto Camargo (cyclist),Male,1965,0,sport,Colombia,7436
Rafael Azuero Manchola,Male,1908,1982,politician,Colombia,6161
Rafael Carrascal,Male,1992,0,football,Colombia,44910
